Age,Experience,Income,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
63,38,153,1,1.3,1,455,0,0,0,0,0
28,2,31,2,0.3,2,0,0,1,0,1,0
56,30,21,2,0.7,2,0,0,0,0,1,0
31,6,180,2,6.7,1,0,0,0,0,0,0
46,20,82,3,0.7,2,0,0,0,0,1,1
42,18,90,4,0.8,1,245,0,1,0,0,0
53,29,154,4,7.4,3,0,1,0,0,0,0
41,17,99,2,1.8,2,0,0,0,0,1,1
61,36,153,1,2.6,2,0,1,1,1,0,1
31,5,93,2,3.1,2,0,1,0,0,1,0
62,38,53,1,0,2,0,0,0,0,0,0
59,34,18,3,1.3,2,104,0,0,1,1,1
49,24,70,1,2.9,1,0,0,0,0,0,0
65,39,100,4,1.7,3,0,0,0,0,0,1
30,6,193,3,6.3,3,0,1,0,0,1,0
32,7,125,1,0,1,0,0,0,0,1,1
56,31,68,2,0,3,0,0,1,0,1,0
36,10,55,1,2,1,95,0,0,0,1,0
58,34,152,4,3.6,3,0,1,0,0,0,0
27,3,84,3,1.5,1,0,0,0,0,1,1
41,16,13,2,0,3,0,0,0,0,1,0
59,35,33,4,0.4,1,131,0,0,0,0,1
56,32,89,4,1,2,90,0,1,0,1,0
52,26,93,1,2.4,1,0,0,0,0,1,0
35,5,68,4,1.8,3,0,0,0,0,0,0
47,21,85,2,1.7,2,0,0,0,0,0,1
29,4,73,1,0.8,2,0,0,0,0,1,0
31,6,83,4,2.2,2,106,0,0,0,1,0
62,36,158,2,6.3,3,0,1,0,0,1,0
48,18,182,4,6,3,0,1,0,0,1,0
26,1,24,2,0.9,3,123,0,0,0,0,1
60,34,102,2,2,1,0,0,0,0,1,1
35,11,53,3,2.8,1,0,0,0,0,0,0
40,15,175,2,3.3,1,0,0,0,0,1,0
31,5,28,3,1,1,0,0,0,0,1,0
50,25,14,4,0.8,1,0,0,0,0,1,0
33,7,139,1,4,3,106,1,0,1,1,1
37,11,34,3,0.9,1,0,0,0,0,1,0
38,14,64,1,1.5,3,0,0,0,0,0,1
63,38,84,4,0.1,2,0,0,0,0,0,0
57,32,42,3,0.5,2,0,0,1,0,1,0
61,35,63,1,1.6,1,0,0,0,0,1,0
37,12,100,3,1.2,3,341,0,0,0,1,1
51,25,190,2,4.2,2,0,1,0,0,1,0
44,20,22,1,1,1,91,0,0,0,0,0
63,37,20,1,0.8,2,0,0,1,0,0,1
43,18,21,2,1.4,2,0,0,0,0,1,1
38,14,25,4,0.4,2,101,0,0,0,1,0
34,9,20,4,1.1,3,0,0,0,0,1,0
48,23,173,3,0.2,1,0,1,0,1,1,1
29,5,81,2,2.5,1,0,0,0,0,0,1
37,11,139,2,0.8,2,421,1,0,0,1,0
60,35,119,2,3.9,1,0,0,1,0,1,0
46,20,74,4,2.6,3,104,0,0,0,1,0
34,10,42,1,1.5,2,131,0,0,0,0,0
56,30,73,2,1.1,1,0,0,0,0,0,0
57,31,114,4,5.2,1,0,1,1,1,1,0
62,36,44,2,1,3,0,0,0,0,0,0
32,8,141,2,4.33,1,0,0,0,0,0,0
51,26,14,2,0,1,103,0,0,0,1,0
55,29,33,2,0.4,3,0,0,0,0,0,0
60,34,83,2,2,1,249,0,0,0,0,0
40,16,89,4,0.8,1,155,0,0,0,1,0
62,38,39,4,2.2,1,0,0,1,0,1,0
63,39,83,3,2,3,0,0,0,0,1,1
60,34,108,2,2,1,359,0,0,0,1,0
59,34,21,3,1.3,2,0,0,0,0,1,1
26,1,102,1,1.9,1,0,0,0,0,0,0
56,32,48,1,1.6,3,0,0,0,0,0,1
58,32,32,3,1.4,1,0,0,0,0,1,0
57,31,43,1,0.2,1,0,0,0,0,0,0
48,23,35,4,0.4,2,118,0,0,0,0,0
30,6,184,1,6,1,0,0,0,0,1,0
45,21,140,2,7.6,1,132,0,0,0,0,0
64,38,32,3,0.7,2,0,0,0,0,1,1
44,20,149,1,1.7,1,0,0,0,0,1,0
51,25,15,4,0.6,3,0,0,0,0,0,1
43,16,71,3,2.33,2,0,0,0,0,0,0
29,3,108,4,1.8,2,0,0,0,0,0,0
56,30,122,2,0.5,1,0,0,0,0,0,1
65,41,40,3,0.1,3,0,0,0,0,1,0
46,22,198,2,6.67,1,0,0,0,0,0,1
48,24,79,4,1.4,2,0,0,1,0,0,1
56,31,84,1,0.1,3,0,0,0,0,1,0
61,37,31,3,0.4,2,0,0,0,0,0,1
46,20,12,4,0.6,3,0,0,0,0,0,1
58,34,88,2,1.6,1,0,0,0,0,1,1
31,5,29,2,0.3,2,131,0,0,0,1,1
27,3,201,1,6.33,1,158,0,0,0,1,0
44,20,20,1,1.4,3,0,0,0,0,0,0
44,20,15,1,1,1,0,0,0,0,1,0
51,27,155,2,0.4,1,107,0,0,0,0,1
39,13,25,3,0.2,2,0,0,0,0,1,0
32,8,200,2,6.5,1,565,0,0,0,1,0
33,7,101,1,2.7,2,233,0,0,0,0,0
40,16,19,4,0.4,2,0,0,0,0,1,1
36,12,188,2,6.5,1,0,0,0,0,1,1
52,28,8,1,0.3,1,0,0,0,0,1,0
54,29,59,2,2.3,3,152,0,0,0,1,0
26,2,72,4,2.6,1,0,0,1,1,1,0
39,15,55,1,1.5,3,0,0,0,0,1,0
46,19,24,3,0.67,2,0,0,0,0,1,0
57,32,19,1,1.3,1,0,0,0,0,1,0
59,33,71,2,2.3,3,150,0,0,0,1,1
52,26,54,2,1.5,2,0,0,0,0,0,1
52,26,28,1,0.3,3,0,0,0,0,1,0
50,20,25,4,0.4,3,0,0,0,0,1,0
41,17,51,2,0.6,3,0,0,0,0,0,1
43,19,125,3,2.4,1,0,1,0,0,1,0
25,0,88,2,1.8,2,319,0,0,0,1,1
40,16,125,2,2.2,1,0,0,0,0,1,0
35,10,79,4,2.1,3,182,0,0,0,1,0
60,36,31,3,0.4,2,0,0,0,0,1,1
57,31,131,2,2.7,1,394,0,0,0,0,1
44,19,70,1,0.2,2,230,0,1,0,0,0
61,36,38,3,0.9,3,82,0,0,0,1,1
33,7,83,1,2.5,1,0,0,1,1,1,1
45,20,59,1,2.4,1,0,0,1,1,1,0
45,21,121,1,4.7,1,0,0,0,0,0,0
64,38,42,2,0.7,3,137,0,0,0,1,0
50,24,32,4,1.8,1,109,0,0,0,1,0
28,3,29,4,0.8,1,135,0,0,0,1,0
37,12,40,2,1.1,2,0,0,1,0,0,1
62,36,25,3,0.3,3,0,0,0,0,1,1
29,5,21,4,0.4,2,89,0,0,0,0,1
49,23,79,3,0.7,2,151,0,0,0,1,0
46,22,52,2,2.1,3,221,0,0,0,0,0
60,34,61,4,1.7,2,229,0,0,0,0,0
55,31,25,2,0.2,1,0,0,0,0,0,0
33,8,155,1,7.4,3,0,1,0,0,0,0
53,29,25,2,0.4,1,0,0,0,0,1,0
50,24,80,4,4.9,1,0,0,0,0,1,0
28,3,55,4,1.7,2,0,0,0,0,1,1
42,17,23,2,0,3,0,0,0,0,0,0
33,9,60,1,1.2,1,0,0,0,0,1,1
40,14,54,2,0.7,1,0,0,0,0,0,0
31,6,44,4,0.8,1,0,0,0,0,0,0
41,16,33,4,0,2,0,0,0,0,1,0
52,27,45,2,2,2,121,0,0,0,0,1
65,35,55,4,1.67,3,89,0,0,0,1,1
48,24,134,1,5,1,0,0,0,0,0,1
45,21,44,3,0.6,2,0,0,0,0,1,0
26,0,149,2,7.2,1,154,0,0,0,0,0
64,38,22,2,0.2,3,0,0,1,0,0,0
41,14,74,3,2.33,2,0,0,0,0,1,0
43,18,128,4,5.3,1,84,1,0,0,0,0
60,36,62,4,2.2,1,0,0,0,0,0,0
62,37,9,1,0.1,1,94,0,0,0,0,0
46,21,9,2,0.7,3,0,0,0,0,1,0
36,11,15,2,0.3,2,119,0,0,0,0,0
31,5,28,4,0.8,1,0,0,0,0,0,0
43,18,83,3,0.5,3,0,0,0,0,0,1
46,22,73,1,0.8,3,117,0,0,0,0,0
50,26,42,4,1.1,2,151,0,0,0,1,0
52,27,34,2,0.7,2,114,0,0,0,1,1
27,3,32,3,1,2,0,0,0,0,0,0
34,9,68,1,2.8,1,0,0,0,0,1,0
49,24,82,1,2.9,1,267,0,0,0,1,0
52,26,19,2,0.7,2,0,0,0,0,0,1
37,11,60,2,2.8,1,181,0,0,0,0,1
53,27,192,1,1.7,1,601,0,0,0,1,0
54,29,119,3,2,1,0,1,1,1,0,0
29,3,190,2,4.5,1,0,0,0,0,1,0
35,11,34,1,1.5,2,0,0,0,0,0,0
32,6,44,4,0.2,1,0,0,1,1,1,1
38,13,23,4,0.2,3,0,0,0,0,1,0
44,20,171,4,0.7,1,567,1,0,1,1,1
44,20,43,1,0.3,3,0,0,1,0,0,1
48,22,139,1,0,1,0,0,0,1,1,1
46,20,118,1,5.7,1,0,0,0,1,1,1
35,9,113,3,0.8,3,0,1,0,0,1,0
56,32,98,3,3.9,3,0,1,0,0,0,0
49,24,70,1,2.9,1,0,0,0,0,0,1
57,32,42,2,2.1,3,0,0,0,0,1,0
35,10,143,1,8.6,1,0,0,0,0,1,1
44,20,185,3,2.7,1,0,1,0,0,1,0
38,14,28,4,0.4,2,100,0,0,0,1,0
57,33,45,3,1.5,1,181,0,1,1,1,1
35,10,78,1,2.6,2,0,0,0,0,0,0
29,3,121,2,1.3,1,0,0,0,0,0,0
58,32,59,1,1.6,1,0,0,0,0,1,0
40,16,64,4,2.67,1,0,0,1,0,1,0
51,26,15,2,0,1,114,0,0,0,1,0
61,36,10,1,0.1,1,0,0,0,0,0,0
46,20,61,2,0.4,3,0,0,0,0,0,0
55,31,50,4,1.5,1,0,0,0,0,1,0
35,10,79,4,2.1,3,0,0,1,0,1,0
60,34,35,1,0.2,1,0,0,0,0,1,0
28,3,11,4,0.5,3,0,0,0,0,0,0
43,19,128,1,4.7,1,0,0,0,0,1,0
61,36,55,3,0.9,3,0,0,0,0,1,1
48,22,79,3,0.7,2,0,0,0,0,1,0
65,39,18,2,0.4,1,0,0,1,1,1,1
45,19,91,2,1.7,2,0,0,1,0,1,0
36,11,9,4,0.2,3,0,0,0,0,0,1
45,20,62,2,2.2,3,0,0,0,0,1,0
60,34,59,1,1.6,1,231,0,0,0,1,0
47,22,25,1,0.1,1,148,0,0,0,1,0
32,7,54,4,1.3,1,0,0,1,0,1,0
48,23,112,1,5.1,2,86,1,1,1,1,0
33,8,125,1,0,1,0,0,0,0,1,1
49,23,194,4,8.3,2,0,1,0,0,0,1
56,32,161,1,5.8,3,0,1,1,0,0,0
59,33,35,1,0.2,1,171,0,0,0,0,0
56,30,113,2,2.7,1,352,0,0,0,0,1
30,4,25,2,0.3,2,0,0,0,0,0,0
59,29,45,3,2,3,0,0,0,0,1,0
38,13,119,2,7.8,1,221,0,0,0,0,0
47,22,30,4,0.4,2,115,0,0,0,1,1
54,29,79,4,3.8,2,0,0,1,0,1,0
34,9,178,1,0.8,3,0,1,0,0,0,0
41,16,23,2,0.3,2,118,0,0,0,0,0
47,23,171,2,1.4,1,284,0,0,0,1,1
44,19,74,4,1.9,3,0,0,0,0,0,0
43,18,103,3,1,1,180,0,0,0,1,1
31,7,99,1,4,1,0,0,0,0,1,0
28,2,43,4,1.3,3,0,0,0,0,1,1
55,25,23,4,0.4,3,88,0,0,0,0,0
42,17,91,1,0.1,2,199,0,0,0,1,1
53,29,93,1,2.7,2,256,0,0,0,1,0
30,6,154,1,6,1,0,0,0,0,0,0
65,40,21,3,0.1,3,0,0,0,0,0,1
43,18,65,2,2.2,3,0,0,0,0,1,0
56,32,15,1,0.1,2,0,0,0,0,1,0
25,0,52,3,2.6,3,159,0,0,0,0,0
35,10,30,3,1.3,1,0,0,1,1,1,1
50,26,42,1,1.6,2,0,0,0,0,1,0
36,10,20,4,0.3,1,97,0,0,0,1,0
34,8,60,4,2.2,2,0,0,0,0,0,1
32,6,54,4,1.8,3,167,0,0,0,0,0
51,25,60,4,2.6,1,97,0,0,0,1,0
52,25,41,3,1,2,0,0,0,0,1,0
65,39,30,3,0.7,2,0,0,0,0,1,1
51,24,21,2,1,2,0,0,0,0,1,0
37,13,105,1,0.8,2,0,0,0,0,0,1
35,11,65,3,2.8,1,240,0,0,0,1,0
67,41,20,2,0.4,1,80,0,0,0,0,0
30,6,179,3,4.9,1,142,1,0,0,1,0
62,38,161,1,2.9,1,0,0,1,1,1,1
42,17,82,1,3.7,3,0,0,0,0,1,0
48,22,43,1,1.2,2,112,0,0,0,1,0
61,36,61,2,2.8,1,0,0,0,0,0,0
36,6,90,4,1.8,3,0,0,1,0,0,0
48,24,90,1,2.6,2,334,0,0,0,1,0
65,39,21,2,0.4,1,0,0,0,0,0,0
25,1,118,1,5.4,1,0,0,0,0,1,1
55,30,44,2,2,2,0,0,0,0,1,0
63,37,110,1,4.1,3,0,1,0,0,0,0
31,5,99,4,1.8,2,268,0,0,0,0,0
43,17,98,3,1.1,1,0,0,0,0,0,0
28,4,69,3,0.7,2,80,0,0,0,1,0
37,11,82,3,0.9,2,218,0,0,0,1,1
27,3,112,3,2.5,1,389,0,1,0,1,0
62,38,123,1,2.9,1,0,0,0,0,0,0
51,24,78,1,2.67,2,0,0,0,0,1,0
56,30,59,3,0.8,1,159,0,1,0,1,0
56,30,78,3,1.7,2,0,0,0,0,0,0
44,19,49,4,1.9,3,89,0,0,0,1,0
46,19,82,3,2.67,2,0,0,0,0,0,0
56,32,125,3,0.6,1,342,1,0,1,1,1
56,30,185,1,2.9,1,0,0,0,0,0,0
57,33,163,1,7.4,1,0,0,0,0,1,0
31,6,19,4,1.1,3,104,0,0,1,1,1
65,41,115,4,1.7,2,0,0,0,0,0,0
31,7,81,2,2,2,0,0,0,1,1,1
36,10,93,1,2.8,3,0,0,0,0,1,0
56,30,111,4,0.3,1,372,1,1,1,1,0
52,27,184,1,8.1,1,0,0,0,0,0,0
42,18,50,4,2.2,2,0,0,0,0,0,0
55,30,55,3,1.7,1,0,0,0,0,0,1
49,24,13,1,0.4,3,101,0,1,0,0,0
51,25,29,4,0.1,1,0,0,0,0,1,1
26,2,72,4,2.6,1,0,0,0,0,1,0
32,7,83,1,2.6,2,0,0,1,0,0,1
54,29,98,1,0.1,3,0,0,0,0,0,0
50,24,43,4,0.1,1,0,0,0,0,1,0
59,33,34,1,0.2,1,0,0,0,0,1,0
61,36,10,4,0.4,2,0,0,0,0,1,0
43,19,201,2,6.67,1,0,0,1,0,1,0
39,14,85,3,1.2,3,107,0,0,0,1,1
56,26,50,3,1.4,3,0,0,0,0,0,0
38,14,91,2,0,1,0,0,0,0,1,0
25,-1,112,2,2,1,241,0,0,0,1,0
42,17,98,2,0.4,1,275,0,0,0,1,0
42,18,115,1,0.3,1,0,0,0,0,0,0
50,26,22,4,0.5,2,112,0,0,0,1,0
56,30,101,3,1.7,2,0,0,0,0,0,1
43,18,83,2,3.8,3,112,0,0,0,0,0
60,35,52,3,0.5,2,0,0,0,0,0,0
42,16,191,3,4.8,2,0,1,1,1,1,0
57,33,134,4,0.9,1,198,1,0,0,1,0
48,24,54,1,1.6,2,186,0,0,0,1,0
37,11,69,3,2.1,1,0,0,1,0,0,0
57,32,64,3,1.6,3,0,0,0,0,1,0
62,32,53,4,1.67,3,142,0,0,0,0,0
39,9,118,2,6,3,246,1,0,1,1,1
38,13,19,2,1.4,2,120,0,0,0,0,1
54,28,31,2,0.4,3,0,0,0,0,0,0
45,21,63,1,0.8,3,245,0,0,0,1,1
39,15,25,1,1.4,3,0,0,0,0,0,0
45,19,22,1,0.2,1,0,0,0,0,1,0
62,38,78,1,1.8,3,0,0,0,0,0,0
43,19,81,1,0.3,1,218,0,0,0,1,0
30,6,41,1,2.4,2,0,0,0,0,1,0
35,10,62,3,2.3,1,0,0,0,0,0,0
58,34,35,1,1.2,3,0,0,0,0,1,0
44,19,30,1,0.6,3,0,0,0,0,1,0
56,29,51,3,1,2,0,0,0,0,1,0
28,2,140,2,2,1,0,0,0,0,1,0
64,39,73,3,2.4,1,185,0,0,0,0,0
63,39,40,4,1.2,2,0,0,0,0,1,0
44,20,69,1,0.8,3,0,0,0,0,1,1
34,9,191,1,4.8,3,0,1,0,1,1,1
50,24,82,3,3,2,0,0,0,0,1,0
51,25,181,1,3.3,3,589,1,1,1,1,0
30,4,38,1,1.9,3,0,0,0,0,1,0
55,31,23,2,0.2,1,0,0,0,0,1,0
57,33,55,1,1.8,3,0,0,0,0,1,0
43,19,58,2,3.2,1,0,0,0,0,1,0
61,36,29,2,0.5,2,0,0,0,0,1,0
49,23,39,4,2.6,1,0,0,0,0,0,0
52,28,39,3,1.9,2,83,0,0,1,1,1
57,33,30,3,1.5,1,151,0,1,0,1,0
53,23,58,4,2,3,0,0,0,0,1,1
52,28,62,1,1.8,3,231,0,0,0,1,0
39,15,62,4,2.4,1,86,0,0,0,0,0
58,34,19,1,1.2,3,0,0,0,0,0,0
36,12,38,1,1.5,2,0,0,0,0,0,0
45,21,84,4,2,3,0,0,0,0,1,1
30,5,78,1,2.6,2,0,0,0,0,1,0
49,25,22,4,0.2,1,83,0,0,0,1,0
44,20,81,4,2,3,277,0,0,0,1,0
43,17,32,3,0.5,2,0,0,0,0,1,0
42,18,89,4,0.8,1,184,0,0,0,0,0
29,4,121,2,3.3,1,0,0,0,0,1,0
28,2,42,1,1.5,1,0,0,0,0,1,1
50,24,130,1,1,1,0,0,0,0,0,0
44,19,30,4,0,2,0,0,0,0,1,0
52,26,114,1,4.9,1,0,0,0,0,0,0
28,4,155,1,6.33,1,0,0,0,0,0,0
62,38,50,2,1.1,1,0,0,0,0,0,1
34,10,34,1,1.5,2,111,0,0,0,0,1
45,20,94,3,0.5,3,0,0,0,0,1,0
52,26,114,2,2.4,2,0,0,0,0,0,0
43,18,89,3,0.5,3,108,0,0,0,0,1
54,24,49,1,1.4,3,0,0,0,0,1,0
64,38,115,1,2,1,0,0,0,0,1,1
27,3,148,1,1.5,1,397,0,0,0,1,1
42,17,72,4,1.1,2,203,0,0,0,0,1
28,2,114,4,2.1,3,0,0,0,0,1,0
47,22,11,2,0,1,78,0,0,0,0,0
39,13,63,4,0.2,3,242,0,0,0,0,0
29,3,113,2,0.2,1,0,0,0,0,1,1
39,13,80,2,1.8,1,0,0,0,0,1,0
41,15,54,3,0.5,3,0,0,0,0,1,1
37,11,32,2,1.4,3,0,0,1,0,1,0
41,17,11,1,1,1,0,0,0,0,0,0
45,19,141,1,2.4,1,0,0,0,0,1,0
52,26,84,3,3,2,0,0,0,0,1,0
58,33,18,3,0.1,2,110,0,0,0,1,0
31,5,20,2,0.3,1,0,0,0,0,0,0
26,1,55,4,1.7,2,175,0,0,0,1,0
31,7,31,4,0.4,2,79,0,0,0,0,0
42,17,114,2,0.4,1,0,0,0,0,0,0
56,31,52,3,2,2,0,0,1,1,1,1
52,28,18,1,0.3,1,120,0,0,0,1,0
59,35,55,1,1.8,3,0,0,1,0,0,0
32,8,29,1,0.2,3,76,0,0,0,1,1
46,22,30,3,0.5,1,0,0,0,0,0,0
52,28,38,2,0.8,1,0,0,0,0,0,1
30,5,122,2,3.1,1,0,0,0,0,0,0
32,8,183,1,6,1,0,0,0,0,0,0
35,11,41,1,2.4,2,0,0,0,0,0,0
49,24,38,1,1.4,3,0,0,0,0,0,0
54,30,61,1,1.8,3,0,0,0,0,1,0
56,32,103,3,4,3,0,1,0,0,0,0
48,22,80,2,2.4,2,0,0,0,0,1,0
28,2,22,1,0.1,2,0,0,0,0,1,0
44,17,128,2,3.25,2,0,1,0,0,0,1
30,4,142,3,4.2,1,359,1,0,0,0,0
44,20,124,1,4.7,1,0,0,0,0,1,1
30,4,44,1,1.9,3,143,0,0,0,0,0
47,23,170,2,6.5,2,0,1,0,1,1,1
64,39,75,4,0.1,2,0,0,0,1,1,1
48,21,78,3,2,2,0,0,0,0,1,1
63,38,31,1,1.1,3,125,0,0,0,1,0
25,0,99,1,1.9,1,323,0,0,0,0,0
61,36,41,2,1.5,1,0,0,0,0,0,0
46,21,39,4,0,2,0,0,0,0,1,0
57,31,51,1,1.4,1,0,0,0,0,1,1
40,15,52,3,0.8,3,113,0,0,0,1,0
49,19,169,3,5.67,3,167,1,0,1,0,1
30,5,141,1,0.8,1,0,0,0,0,1,0
41,17,93,4,0.8,1,218,0,0,0,0,0
42,15,14,3,1,2,0,0,1,0,0,0
63,39,160,2,2.1,1,0,0,0,0,1,1
43,17,44,1,0.2,1,0,0,1,1,1,0
59,34,33,3,0.2,1,0,0,1,0,0,0
46,20,103,4,4.8,3,0,1,0,0,1,0
33,3,71,4,1.8,3,236,0,0,0,0,0
55,29,55,1,0.2,1,151,0,0,0,1,0
36,12,113,4,0.2,1,0,1,0,0,0,0
47,20,79,3,2,2,185,0,1,0,0,0
59,33,80,2,0.7,2,0,0,0,0,1,0
38,12,179,2,0,1,380,0,0,0,0,0
42,17,9,2,0,3,0,0,0,0,0,0
30,3,61,4,2,2,0,0,0,0,1,0
63,38,111,2,3.9,1,207,0,1,1,1,1
60,35,80,3,0.5,1,0,0,0,0,1,0
62,37,32,3,0.2,1,0,0,1,0,0,1
49,23,83,1,0.3,1,0,0,0,0,1,1
59,33,91,4,1.9,2,329,0,0,0,0,0
36,10,29,4,1,1,0,0,0,0,1,1
46,19,19,3,0.67,2,0,0,0,0,1,0
35,8,52,2,1,2,0,0,0,0,0,1
50,24,150,1,7.3,1,0,0,0,0,1,1
51,25,32,2,0.4,3,0,0,0,0,1,0
41,16,91,3,0.5,3,0,0,0,0,0,0
45,20,180,3,8.5,2,535,1,0,0,0,0
41,17,121,1,0.3,1,0,0,0,0,1,0
57,32,25,2,0.2,3,0,0,0,0,1,1
51,25,102,1,0.3,1,0,0,0,0,1,0
52,28,44,4,0.9,2,107,0,0,0,1,0
43,16,161,3,8,2,0,1,0,1,1,1
63,38,134,3,4,2,0,1,0,0,0,1
28,4,43,1,1.8,2,0,0,0,0,1,1
43,18,94,4,1.1,2,0,0,0,0,1,0
41,15,29,2,0.8,3,98,0,0,0,0,0
34,8,38,4,0.2,1,0,0,0,0,0,0
28,3,120,1,0.8,1,170,0,0,0,0,0
58,32,85,2,2,1,161,0,1,1,1,1
39,15,89,2,1.9,1,0,0,0,0,0,0
49,23,25,1,1.4,3,0,0,0,0,1,0
33,8,20,3,1.3,1,83,0,0,0,0,1
37,12,125,2,3.9,1,0,0,0,0,1,1
33,7,18,1,0.6,3,0,0,0,0,0,0
28,3,173,2,6.7,1,222,0,0,0,1,0
54,29,34,4,0.1,3,0,0,0,0,1,1
63,38,159,4,4.9,2,111,1,0,0,0,0
57,31,55,3,2.5,1,219,0,0,1,1,1
56,30,32,2,0.4,3,0,0,0,0,1,0
54,29,65,4,1.8,3,0,0,0,0,0,1
29,5,83,3,1.5,1,0,0,0,0,1,1
41,16,30,2,1.4,2,0,0,0,0,0,1
58,32,180,1,2.9,1,0,0,0,0,0,1
61,37,13,2,0.3,3,0,0,0,0,1,0
30,4,35,4,0.8,1,0,0,0,0,1,1
62,37,95,3,0.5,1,0,0,0,0,0,0
52,28,83,1,0,1,0,0,0,0,1,0
29,3,39,4,0.2,1,137,0,0,0,1,1
46,20,54,1,0.7,3,154,0,0,0,1,1
52,27,81,1,1.3,3,293,0,0,0,0,1
40,16,53,4,2,3,0,0,0,0,0,0
49,23,119,1,7.3,1,398,0,0,0,0,0
34,9,160,4,8,3,0,1,0,0,0,1
35,11,21,2,1,2,0,0,0,0,0,0
26,2,40,1,1,3,0,0,0,0,1,0
65,40,69,4,0.1,2,0,0,0,0,1,0
52,27,45,1,1.3,2,0,0,0,0,0,0
32,7,55,4,2,2,0,0,0,0,1,0
31,7,38,1,0.2,3,0,0,0,0,1,0
36,9,44,4,1,2,101,0,1,0,1,0
50,24,45,3,0.6,2,117,0,0,0,1,0
36,12,84,1,0.8,2,0,0,0,0,1,1
51,27,188,2,6.9,2,343,1,0,0,1,0
39,9,29,3,2,3,151,0,1,0,0,0
53,29,95,1,2.7,2,0,0,0,0,1,0
50,25,79,1,2.9,1,307,0,0,0,0,1
31,4,41,1,2,2,0,0,1,0,1,0
53,23,19,4,0.4,3,84,0,0,0,1,0
48,23,75,4,3.6,3,0,0,0,0,1,1
57,31,64,3,2.5,1,208,0,0,0,0,1
47,21,174,4,3.2,3,0,1,0,0,0,0
55,29,54,2,2.3,3,93,0,0,0,0,0
37,11,14,3,0.1,2,113,0,0,0,1,0
59,35,94,1,3.8,1,272,0,0,0,0,0
53,29,10,2,0.4,1,0,0,0,0,0,0
31,6,145,1,0.8,1,84,0,0,0,1,0
35,5,203,1,10,3,0,1,0,0,0,0
25,-1,81,2,1.6,3,0,0,0,0,1,1
37,13,153,2,6.5,1,0,0,0,0,1,1
40,14,58,4,0.2,3,0,0,0,0,1,0
31,5,49,4,1.8,3,0,0,0,0,1,1
62,38,132,1,2.9,1,0,0,0,0,0,0
41,17,85,4,0.2,3,229,0,0,0,0,0
56,32,85,3,2.67,1,0,0,1,0,1,0
47,23,178,1,6.5,3,0,1,0,0,0,0
28,4,104,3,2.5,1,0,0,0,0,0,0
60,34,40,1,1.6,1,0,0,0,0,1,0
27,2,103,1,1.9,1,120,0,0,0,1,0
57,33,25,2,1,1,0,0,0,0,1,0
62,36,69,2,1.7,3,0,0,0,0,1,0
57,31,30,3,1.4,1,0,0,0,0,0,0
44,17,70,3,2.67,2,0,0,0,0,0,0
31,7,15,3,0.9,3,0,0,0,0,1,0
31,5,125,2,1.3,1,0,0,0,0,1,1
39,13,50,3,0.5,3,0,0,0,0,0,0
41,17,44,1,0.3,3,0,0,0,0,1,0
41,17,38,4,2.2,2,180,0,0,0,0,1
55,29,64,3,0.8,1,119,0,0,0,0,1
28,2,9,1,0.1,2,0,0,0,0,1,0
35,9,44,3,0.9,1,89,0,0,0,0,0
44,20,93,4,0.8,1,101,0,0,0,1,0
44,19,83,4,0.4,1,141,0,0,0,0,0
40,14,179,2,0,1,0,0,0,0,0,0
65,40,40,1,1.1,3,0,0,0,0,0,0
35,10,58,4,0.7,3,232,0,0,0,0,0
55,31,74,3,2.67,1,0,0,0,0,0,1
55,31,15,1,0.2,1,0,0,0,0,0,0
59,35,11,2,1,1,0,0,0,0,0,1
39,15,41,1,2,2,176,0,0,0,1,0
50,24,68,1,1.5,2,120,0,0,0,1,1
45,15,28,1,0.75,3,0,0,1,0,0,0
50,26,115,1,1.2,3,0,1,0,0,0,1
65,40,83,4,0.1,2,247,0,0,0,1,0
36,11,40,2,1.1,2,166,0,1,0,0,0
57,32,113,1,0.1,3,0,0,0,0,1,0
53,27,89,1,0.8,3,0,0,1,0,1,0
28,4,38,4,1.6,1,0,0,0,0,0,0
55,31,62,4,1.5,1,0,0,0,0,1,0
56,31,65,3,1.7,1,109,0,0,0,0,0
33,6,168,3,5.67,2,0,1,1,1,1,0
57,32,40,3,1.7,1,0,0,0,0,1,1
27,3,30,1,1,3,80,0,0,0,0,0
27,3,20,4,1,1,0,0,0,0,0,0
54,30,58,2,3.2,3,0,0,0,0,0,0
48,22,150,1,7.3,1,193,0,0,0,0,0
62,38,54,1,0.8,1,0,0,1,0,0,1
41,16,19,2,0.3,2,105,0,0,0,0,0
62,38,30,3,0.1,3,128,0,0,0,1,0
40,14,123,1,5.2,1,0,0,0,0,1,0
32,8,45,1,2.4,2,0,0,0,0,0,0
62,38,154,1,2.9,1,0,0,0,0,1,0
35,11,93,2,2.7,1,0,0,0,0,1,1
25,0,71,4,0.2,1,78,0,1,0,0,0
50,25,83,4,3.1,1,0,1,0,0,0,1
61,35,99,1,4.8,3,255,1,0,0,0,1
43,17,55,3,2.2,2,0,0,0,0,0,0
52,28,38,4,0.9,2,95,0,0,0,1,1
39,13,74,3,0.9,2,155,0,0,0,1,0
33,3,69,4,1.8,3,0,0,0,0,1,0
27,3,104,2,2.5,1,184,0,1,0,1,0
