기준_날짜,기준_시간,시작_대여소,종료_대여소,전체건수,전체_이용_분,전체_이용_거리
20220731,1510,ST-2006,ST-2465,1,14,3010
20220731,1510,ST-523,ST-2752,1,19,2064
20220731,1510,ST-2727,ST-862,1,12,1960
20220731,1510,ST-523,ST-2056,1,9,1157
20220731,1510,ST-1546,ST-918,2,23,4047
20220731,1510,ST-3078,ST-823,1,75,9261
20220731,1510,ST-2706,ST-1278,1,8,865
20220731,1510,ST-500,ST-1059,1,7,1239
20220731,1510,ST-182,ST-155,1,15,2160
20220731,1510,ST-1819,ST-2427,1,8,960
20220731,1510,ST-396,ST-2280,1,11,2120
20220731,1510,ST-2762,ST-1495,1,22,3063
20220731,1510,ST-2677,ST-1679,1,70,13000
20220731,1510,ST-975,ST-824,1,9,1280
20220731,1510,ST-1639,ST-2699,1,70,4570
20220731,1510,ST-970,ST-262,1,30,6250
20220731,1510,ST-445,ST-2305,1,13,1760
20220731,1510,ST-987,ST-2302,1,12,2490
20220731,1510,ST-445,ST-445,1,2,10
20220731,1510,ST-1283,ST-2711,1,6,920
20220731,1510,ST-909,ST-540,1,5,680
20220731,1510,ST-364,ST-2308,1,99,1400
20220731,1510,ST-3070,ST-503,1,8,1387
20220731,1510,ST-2528,ST-2528,1,80,12852
20220731,1510,ST-1837,ST-1837,1,4,25
20220731,1510,ST-625,ST-1933,1,94,8470
20220731,1510,ST-764,ST-763,1,8,1139
20220731,1510,ST-2035,ST-2034,1,7,764
20220731,1510,ST-2571,ST-1086,1,15,2296
20220731,1510,ST-2763,ST-2760,1,6,931
20220731,1510,ST-1263,ST-363,1,5,527
20220731,1510,ST-181,ST-1813,1,117,3830
20220731,1510,ST-3106,ST-692,1,9,1170
20220731,1510,ST-823,ST-937,1,19,1566
20220731,1510,ST-369,ST-99,1,80,10676
20220731,1510,ST-349,CENTER,1,90,0
20220731,1510,ST-1204,ST-600,1,13,1080
20220731,1510,ST-2398,ST-1505,1,15,1487
20220731,1510,ST-445,ST-445,1,2,10
20220731,1510,ST-3044,ST-364,1,118,230
20220731,1510,ST-1087,ST-2571,1,57,2197
20220731,1510,ST-46,ST-1649,2,47,3737
20220731,1510,ST-3006,ST-3006,1,26,1799
20220731,1515,ST-1698,ST-295,1,2,530
20220731,1515,ST-1995,ST-2017,1,7,640
20220731,1515,ST-2763,ST-2760,1,6,931
20220731,1515,ST-66,ST-64,1,4,540
20220731,1515,ST-952,ST-952,1,58,720
20220731,1515,ST-2580,ST-1582,1,65,4130
20220731,1515,ST-279,ST-422,1,112,19582
20220731,1515,ST-918,ST-918,1,0,0
20220731,1515,ST-1283,ST-2711,1,6,920
20220731,1515,ST-361,ST-1661,1,13,1640
20220731,1515,ST-1698,ST-295,1,2,530
20220731,1515,ST-2883,ST-1695,1,27,3157
20220731,1515,ST-1298,ST-2268,1,6,909
20220731,1515,ST-82,ST-211,1,212,5330
20220731,1515,ST-237,ST-2787,1,108,6317
20220731,1515,ST-463,ST-89,1,13,2180
20220731,1515,ST-2035,ST-2034,1,7,764
20220731,1515,ST-1688,ST-1069,1,12,2275
20220731,1515,ST-850,ST-850,1,30,3089
20220731,1515,ST-1819,ST-2427,2,19,2131
20220731,1515,ST-2551,ST-2551,1,273,920
20220731,1515,ST-483,ST-1663,1,7,1408
20220731,1515,ST-422,ST-279,1,16,964
20220731,1515,ST-1298,ST-410,1,8,1255
20220731,1515,ST-30,ST-421,1,24,4314
20220731,1515,ST-918,ST-918,1,0,0
20220731,1515,ST-1266,ST-2278,1,18,2660
20220731,1515,ST-1687,ST-2580,1,43,660
20220731,1515,ST-914,ST-3015,1,12,3020
20220731,1520,ST-1681,ST-2601,1,5,610
20220731,1520,ST-563,ST-2132,1,19,2352
20220731,1520,ST-217,ST-12,1,36,3059
20220731,1520,ST-1628,ST-270,1,14,2780
20220731,1520,ST-2627,ST-1645,1,4,727
20220731,1520,ST-1331,ST-1331,1,72,2910
20220731,1520,ST-1657,ST-3004,1,16,971
20220731,1520,ST-563,ST-563,1,0,0
20220731,1520,ST-2037,ST-1712,1,399,1859
20220731,1520,ST-66,ST-64,1,4,540
20220731,1520,ST-927,ST-927,1,0,0
20220731,1520,ST-613,ST-2720,1,136,3660
20220731,1520,ST-1194,ST-1661,1,12,1574
20220731,1520,ST-764,ST-763,1,8,1139
20220731,1520,ST-927,ST-927,1,0,0
20220731,1520,ST-2706,ST-1278,1,8,865
20220731,1520,ST-1546,ST-918,2,23,4047
20220731,1520,ST-1647,ST-2036,1,11,1498
20220731,1520,ST-396,ST-2280,1,11,2120
20220731,1520,ST-913,ST-2716,1,38,745
20220731,1520,ST-975,ST-824,1,9,1280
20220731,1520,ST-1387,ST-1100,1,23,3025
20220731,1520,ST-2787,ST-248,1,66,5396
20220731,1520,ST-523,ST-2056,1,9,1157
20220731,1520,ST-2292,ST-2074,1,17,2362
20220731,1520,ST-446,ST-98,1,13,1530
20220731,1520,ST-2264,ST-33,1,370,1860
20220731,1520,ST-2546,ST-2865,1,5,640
20220731,1520,ST-2738,ST-2738,1,183,1515
20220731,1520,ST-563,ST-563,1,0,0
20220731,1520,ST-1291,ST-611,1,3,490
20220731,1520,ST-1701,ST-288,1,102,10498
20220731,1520,ST-288,ST-1649,1,92,11685
20220731,1520,ST-513,ST-512,1,34,2427
20220731,1520,ST-1177,ST-1897,1,12,2410
20220731,1520,ST-1705,CENTER,1,810,0
20220731,1520,ST-376,ST-2420,1,33,1282
20220731,1520,ST-33,ST-90,1,21,2530
20220731,1520,ST-1291,ST-611,1,3,490
20220731,1520,ST-500,ST-1059,1,7,1239
20220731,1520,ST-2574,ST-1878,1,3,510
20220731,1520,ST-2070,ST-914,1,8,1200
20220731,1525,ST-2947,ST-1645,1,8,1444
20220731,1525,ST-248,ST-2799,1,99,19942
20220731,1525,ST-413,ST-1651,1,31,3630
20220731,1525,ST-171,ST-2513,1,11,1600
20220731,1525,ST-445,ST-2305,1,13,1760
20220731,1525,ST-1298,ST-410,1,8,1255
20220731,1525,ST-1063,ST-2411,1,2,430
20220731,1525,ST-2151,ST-2151,1,0,0
20220731,1525,ST-2574,ST-1878,1,3,510
20220731,1525,ST-1681,ST-2601,1,5,610
20220731,1525,ST-2017,ST-2765,1,9,1640
20220731,1525,ST-2151,ST-2160,1,6,1050
20220731,1525,ST-2151,ST-2151,1,0,0
20220731,1525,ST-2692,ST-315,1,6,795
20220731,1525,ST-2849,ST-2849,1,109,14869
20220731,1525,ST-126,ST-2514,1,24,2003
20220731,1525,ST-2006,ST-2465,1,14,3010
20220731,1525,ST-2995,ST-1521,1,35,5621
20220731,1525,ST-1609,ST-1609,1,41,1669
20220731,1525,ST-1754,ST-1329,1,135,18390
20220731,1525,ST-2037,ST-513,1,11,1680
20220731,1525,ST-2398,ST-1505,1,15,1487
20220731,1525,ST-463,ST-89,1,13,2180
20220731,1525,ST-175,ST-2134,1,109,10790
20220731,1525,ST-1063,ST-2411,1,2,430
20220731,1525,ST-1923,ST-1923,1,0,0
20220731,1525,ST-2546,ST-2865,1,5,640
20220731,1525,ST-442,ST-1754,2,225,27180
20220731,1525,ST-1027,ST-453,1,6,1510
20220731,1525,ST-16,CENTER,1,70,0
20220731,1525,ST-1964,ST-1964,1,75,8545
20220731,1525,ST-2627,ST-1645,1,4,727
20220731,1525,ST-414,ST-2813,1,17,3241
20220731,1525,ST-182,ST-155,1,15,2160
20220731,1525,ST-1923,ST-1923,1,0,0
20220731,1530,ST-523,ST-2752,1,19,2064
20220731,1530,ST-1287,ST-1474,1,29,3120
20220731,1530,ST-2811,CENTER,1,20,0
20220731,1530,ST-2692,ST-315,1,6,795
20220731,1530,ST-2023,ST-1227,1,82,12372
20220731,1530,ST-2762,ST-1495,1,22,3063
20220731,1530,ST-547,ST-2991,1,8,1017
20220731,1530,ST-1131,ST-1388,1,39,882
20220731,1530,ST-2713,ST-2705,1,4,607
20220731,1530,ST-315,ST-993,1,8,1367
20220731,1530,ST-1027,ST-453,1,6,1510
20220731,1530,ST-467,ST-455,1,13,2040
20220731,1530,ST-728,ST-728,1,103,4090
20220731,1530,ST-987,ST-2310,1,11,1327
20220731,1530,ST-2799,ST-2799,1,43,6900
20220731,1530,ST-1678,ST-1678,1,87,1138
20220731,1530,ST-2816,ST-2816,1,0,0
20220731,1530,ST-2816,ST-2816,1,0,0
20220731,1530,ST-1253,ST-510,1,5,980
20220731,1530,ST-1064,ST-2050,1,5,610
20220731,1530,ST-2070,ST-914,1,8,1200
20220731,1530,ST-823,ST-937,1,19,1566
20220731,1530,ST-2151,ST-2160,1,6,1050
20220731,1530,ST-2654,ST-728,1,66,1460
20220731,1530,ST-2414,ST-1912,1,308,9581
20220731,1530,ST-1754,ST-1329,1,131,18320
20220731,1530,ST-214,ST-2905,1,39,6872
20220731,1530,ST-289,ST-1700,1,28,1660
20220731,1530,ST-2832,ST-2945,1,6,998
20220731,1530,ST-703,ST-2873,1,20,1376
20220731,1530,ST-1642,ST-1121,1,8,956
20220731,1530,ST-2523,ST-328,1,21,2820
20220731,1530,ST-86,ST-443,1,26,3370
20220731,1535,ST-2713,ST-2705,1,4,607
20220731,1535,ST-294,ST-1496,1,14,2168
20220731,1535,ST-1353,ST-2820,1,87,5550
20220731,1535,ST-2800,ST-1543,1,31,1414
20220731,1535,ST-1689,ST-2476,1,9,940
20220731,1535,ST-1756,ST-160,1,33,3384
20220731,1535,ST-2017,ST-2765,1,9,1640
20220731,1535,ST-1253,ST-510,1,5,980
20220731,1535,ST-952,ST-704,1,4,557
20220731,1535,ST-750,ST-750,1,57,5220
20220731,1535,ST-1642,ST-1121,1,8,956
20220731,1535,ST-1194,ST-1661,1,12,1574
20220731,1535,ST-1064,ST-2050,1,5,610
20220731,1535,ST-669,ST-670,1,3,253
20220731,1535,ST-1167,ST-2666,1,46,7570
20220731,1535,ST-2172,ST-331,1,7,1210
20220731,1535,ST-742,ST-1552,1,2,540
20220731,1535,ST-738,ST-738,1,16,0
20220731,1535,ST-611,ST-2063,1,6,920
20220731,1535,ST-1647,ST-2036,1,11,1498
20220731,1535,ST-599,ST-1332,1,2,0
20220731,1535,ST-547,ST-547,1,45,1676
20220731,1535,ST-2947,ST-1645,1,8,1444
20220731,1535,ST-742,ST-1552,1,2,540
20220731,1535,ST-1275,ST-1275,1,40,2600
20220731,1535,ST-669,ST-670,1,3,253
20220731,1535,ST-632,ST-1734,1,9,790
20220731,1535,ST-2832,ST-2945,1,6,998
20220731,1535,ST-918,ST-1220,1,3,504
20220731,1535,ST-2871,ST-1645,1,6,15
20220731,1535,ST-750,ST-750,1,29,4260
20220731,1535,ST-2362,ST-754,1,14,735
20220731,1535,ST-2871,ST-1517,1,5,576
20220731,1535,ST-918,ST-918,1,0,0
20220731,1535,ST-366,ST-1195,1,16,2331
20220731,1535,ST-918,ST-918,1,0,0
20220731,1535,ST-315,ST-993,1,8,1367
20220731,1535,ST-599,ST-1332,1,2,0
20220731,1535,ST-1703,ST-2987,1,10,1704
20220731,1540,ST-2037,ST-513,1,11,1680
20220731,1540,ST-1851,ST-1851,1,0,0
20220731,1540,ST-547,ST-2991,1,8,1017
20220731,1540,ST-400,ST-2504,1,51,2410
20220731,1540,ST-2747,ST-2747,1,0,0
20220731,1540,ST-776,ST-1339,2,78,9959
20220731,1540,ST-1253,ST-1254,1,4,860
20220731,1540,ST-2593,ST-2593,1,113,0
20220731,1540,ST-446,ST-446,1,140,2647
20220731,1540,ST-30,ST-421,1,24,4314
20220731,1540,ST-1357,ST-1546,1,2,439
20220731,1540,ST-1700,ST-2815,1,8,1130
20220731,1540,ST-1719,ST-547,1,20,2960
20220731,1540,ST-1061,ST-1420,1,13,2210
20220731,1540,ST-1218,ST-664,1,9,950
20220731,1540,ST-286,CENTER,1,115,0
20220731,1540,ST-996,ST-1995,1,34,3722
20220731,1540,ST-984,ST-1660,1,9,1430
20220731,1540,ST-99,ST-2545,1,114,710
20220731,1540,ST-253,ST-2331,1,42,1090
20220731,1540,ST-1148,ST-620,1,25,2890
20220731,1540,ST-1253,ST-1254,1,4,860
20220731,1540,ST-1968,ST-292,1,103,1880
20220731,1540,ST-467,ST-455,1,13,2040
20220731,1540,ST-611,ST-2063,1,6,920
20220731,1540,ST-630,ST-620,1,39,5510
20220731,1540,ST-1284,ST-3015,1,10,1710
20220731,1540,ST-2549,ST-611,1,47,8406
20220731,1540,ST-2172,ST-331,1,7,1210
20220731,1540,ST-1357,ST-1546,1,2,439
20220731,1540,ST-918,ST-1220,1,3,504
20220731,1540,ST-2545,ST-2546,1,118,3270
20220731,1540,ST-2871,ST-1645,1,6,15
20220731,1540,ST-1657,ST-3004,1,16,971
20220731,1540,ST-2606,ST-1076,1,1,111
20220731,1540,ST-171,ST-2513,1,11,1600
20220731,1540,ST-970,ST-262,1,30,6250
20220731,1540,ST-1851,ST-1851,1,0,0
20220731,1540,ST-2871,ST-1517,1,5,576
20220731,1540,ST-366,ST-2062,1,84,20030
20220731,1540,ST-1032,ST-1032,1,34,1765
20220731,1540,ST-419,ST-1977,1,5,801
20220731,1540,ST-1291,ST-1642,1,15,1720
20220731,1540,ST-1785,ST-175,1,13,2040
20220731,1540,ST-2062,ST-366,1,75,20490
20220731,1540,ST-2659,ST-788,1,56,1674
20220731,1540,ST-2850,ST-2850,1,111,14510
20220731,1540,ST-563,ST-2132,1,19,2352
20220731,1540,ST-952,ST-704,1,4,557
20220731,1540,ST-180,ST-180,1,25,2119
20220731,1545,ST-2747,ST-2747,1,0,0
20220731,1545,ST-2433,ST-1791,1,5,920
20220731,1545,ST-2883,ST-1695,1,27,3157
20220731,1545,ST-465,ST-1488,1,6,998
20220731,1545,ST-1387,ST-1100,1,23,3025
20220731,1545,ST-1910,ST-750,1,97,3647
20220731,1545,ST-419,ST-1977,1,5,801
20220731,1545,ST-2542,ST-2305,1,9,1494
20220731,1545,ST-1556,ST-1908,1,34,5084
20220731,1545,ST-1652,ST-2809,1,14,1500
20220731,1545,ST-2818,ST-47,1,10,1560
20220731,1545,ST-1323,ST-1323,1,63,14997
20220731,1545,ST-702,ST-713,1,8,210
20220731,1545,ST-2747,ST-2749,1,5,6
20220731,1545,ST-1689,ST-2482,1,11,1724
20220731,1545,ST-620,ST-630,1,78,12650
20220731,1545,ST-1483,ST-450,1,48,2420
20220731,1545,ST-1253,ST-2031,1,6,1181
20220731,1545,ST-1948,ST-1955,1,3,779
20220731,1545,ST-2776,ST-2250,1,50,1718
20220731,1545,ST-1689,ST-2476,1,9,940
20220731,1545,ST-2654,ST-1543,1,6,1129
20220731,1545,ST-2013,ST-676,1,10,951
20220731,1545,ST-2905,ST-231,1,59,10976
20220731,1545,ST-2414,ST-1912,1,326,12896
20220731,1545,ST-835,ST-522,1,4,630
20220731,1545,ST-1703,ST-2987,1,10,1704
20220731,1545,ST-987,ST-2310,1,11,1327
20220731,1545,ST-2362,ST-754,1,14,735
20220731,1545,ST-2941,ST-1411,1,19,820
20220731,1545,ST-632,ST-1734,1,9,790
20220731,1545,ST-518,ST-2024,1,5,350
20220731,1545,ST-1663,ST-1663,1,14,753
20220731,1545,ST-1194,ST-384,1,9,1700
20220731,1545,ST-41,ST-2208,1,28,3450
20220731,1545,ST-2606,ST-1076,1,1,111
20220731,1545,ST-1197,ST-2508,1,4,720
20220731,1545,ST-426,ST-1650,1,36,4111
20220731,1545,ST-2832,ST-2832,1,88,2160
20220731,1550,ST-1860,ST-2572,1,4,628
20220731,1550,ST-1284,ST-3015,1,10,1710
20220731,1550,ST-2605,ST-2605,1,42,1235
20220731,1550,ST-1218,ST-664,1,9,950
20220731,1550,ST-2433,ST-1791,1,5,920
20220731,1550,ST-126,ST-2514,1,24,2003
20220731,1550,ST-662,ST-662,1,15,1340
20220731,1550,ST-2997,ST-678,1,7,1070
20220731,1550,ST-467,ST-461,1,11,1480
20220731,1550,ST-1285,ST-2716,1,4,710
20220731,1550,ST-2692,ST-312,1,10,1231
20220731,1550,ST-1512,ST-528,1,4,731
20220731,1550,ST-2017,ST-1018,1,12,1430
20220731,1550,ST-1197,ST-2508,1,4,720
20220731,1550,ST-604,ST-2067,1,12,1330
20220731,1550,ST-366,ST-1195,1,16,2331
20220731,1550,ST-2008,ST-1993,1,7,1055
20220731,1550,ST-2160,ST-2151,1,5,1040
20220731,1550,ST-1649,ST-1973,1,6,794
20220731,1550,ST-2067,ST-2792,1,8,1230
20220731,1550,ST-835,ST-522,1,4,630
20220731,1550,ST-264,ST-2268,1,8,1442
20220731,1550,ST-1253,ST-2031,1,6,1181
20220731,1550,ST-2646,ST-288,1,25,1915
20220731,1550,ST-602,ST-1121,1,32,4390
20220731,1550,ST-1700,ST-2815,1,8,1130
20220731,1550,ST-2317,ST-1263,1,3,643
20220731,1550,ST-2492,ST-2492,1,28,4506
20220731,1550,ST-1194,ST-1722,1,11,2100
20220731,1550,ST-648,ST-648,2,1,0
20220731,1550,ST-1660,ST-2314,1,10,1150
20220731,1550,ST-2023,ST-1249,1,12,1747
20220731,1550,ST-2594,ST-2609,1,2,0
20220731,1550,ST-692,ST-692,1,86,19434
20220731,1550,ST-702,ST-882,1,8,792
20220731,1550,ST-550,ST-1729,1,12,1100
20220731,1550,ST-294,ST-1496,1,14,2168
20220731,1550,ST-2820,ST-2812,1,6,999
20220731,1550,ST-619,ST-3032,1,8,691
20220731,1550,ST-1628,ST-369,1,53,4140
20220731,1550,ST-702,ST-713,1,8,210
20220731,1550,ST-1657,ST-3004,1,13,612
20220731,1550,ST-1509,ST-2059,1,11,1561
20220731,1550,ST-2398,ST-2006,1,50,9270
20220731,1550,ST-1948,ST-1955,1,3,779
20220731,1550,ST-648,ST-648,1,1,0
20220731,1550,ST-413,ST-278,1,9,1870
20220731,1550,ST-2125,ST-650,1,5,560
20220731,1550,ST-2760,ST-2398,1,3,573
20220731,1550,ST-465,ST-1488,1,6,998
20220731,1550,ST-518,ST-2024,1,5,350
20220731,1550,ST-2266,ST-857,1,5,927
20220731,1550,ST-2747,ST-2749,1,5,6
20220731,1550,ST-2523,ST-328,1,21,2820
20220731,1550,ST-984,ST-1660,1,9,1430
20220731,1550,ST-1267,ST-1219,1,107,22000
20220731,1550,ST-905,ST-1793,1,22,2590
20220731,1550,ST-2596,ST-541,1,17,2571
20220731,1550,ST-2017,ST-315,1,4,890
20220731,1550,ST-306,ST-306,1,26,1542
20220731,1550,ST-2623,ST-2625,1,40,1788
20220731,1550,ST-1500,ST-678,1,14,3010
20220731,1555,ST-2264,ST-480,1,6,1145
20220731,1555,ST-2020,ST-1069,1,41,1189
20220731,1555,ST-2594,ST-2609,1,2,0
20220731,1555,ST-2542,ST-2305,1,9,1494
20220731,1555,ST-2818,ST-47,1,10,1560
20220731,1555,ST-3077,ST-3077,1,75,3153
20220731,1555,ST-2017,ST-315,1,4,890
20220731,1555,ST-315,ST-315,1,66,2096
20220731,1555,ST-1015,ST-997,1,9,1577
20220731,1555,ST-2796,ST-1728,1,14,2220
20220731,1555,ST-1724,ST-1724,1,116,707
20220731,1555,ST-89,ST-451,1,108,10230
20220731,1555,ST-2013,ST-676,1,10,951
20220731,1555,ST-738,ST-738,1,16,0
20220731,1555,ST-1512,ST-528,1,4,731
20220731,1555,ST-1785,ST-175,1,13,2040
20220731,1555,ST-18,ST-2979,1,3,695
20220731,1555,ST-648,ST-137,1,105,6856
20220731,1555,ST-1194,ST-384,1,9,1700
20220731,1555,ST-19,ST-21,1,2,390
20220731,1555,ST-1291,ST-1642,1,15,1720
20220731,1555,ST-2997,ST-678,1,7,1070
20220731,1555,ST-2398,ST-2395,1,8,994
20220731,1555,ST-810,ST-2226,1,107,20051
20220731,1555,ST-2160,ST-2151,1,5,1040
20220731,1555,ST-891,ST-2876,1,45,1450
20220731,1555,ST-1996,ST-2887,1,56,4023
20220731,1555,ST-1683,ST-2796,1,95,3820
20220731,1555,ST-1966,ST-1219,1,6,1130
20220731,1555,ST-2528,ST-2154,1,5,602
20220731,1555,ST-2844,ST-2774,1,52,11177
20220731,1555,ST-1860,ST-2572,1,4,628
20220731,1555,ST-2654,ST-1543,1,6,1129
20220731,1555,ST-2820,ST-2812,1,6,999
20220731,1555,ST-564,ST-910,1,5,832
20220731,1555,ST-2637,ST-685,1,110,17820
20220731,1555,ST-910,ST-910,1,1,0
20220731,1555,ST-2017,ST-2001,1,53,3248
20220731,1555,ST-703,ST-2873,1,20,1376
20220731,1555,ST-264,ST-2268,1,8,1442
20220731,1555,ST-2266,ST-857,1,5,927
20220731,1555,ST-2317,ST-1263,1,3,643
20220731,1555,ST-2125,ST-650,1,5,560
20220731,1555,ST-292,ST-2815,1,31,3240
20220731,1555,ST-1268,ST-2379,1,8,899
20220731,1555,ST-2314,ST-2314,1,7,1130
20220731,1555,ST-2760,ST-2398,1,3,573
20220731,1555,ST-1964,ST-1733,2,7,869
20220731,1555,ST-1674,ST-2775,1,11,1925
20220731,1555,ST-306,ST-2815,1,8,1094
20220731,1555,ST-2565,ST-176,1,25,3710
20220731,1555,ST-277,ST-278,1,4,1021
20220731,1555,ST-3077,CENTER,1,10,0
20220731,1555,ST-47,ST-47,1,30,4230
20220731,1555,ST-595,ST-595,1,66,15690
20220731,1555,ST-1689,ST-2482,1,11,1724
20220731,1555,ST-426,ST-2353,1,60,5720
20220731,1555,ST-2888,ST-834,1,5,890
20220731,1555,ST-2928,ST-544,1,8,1296
20220731,1555,ST-2738,ST-830,1,95,1584
20220731,1555,ST-89,ST-2247,1,54,5190
20220731,1555,ST-2583,ST-2583,1,23,4690
20220731,1555,ST-910,ST-910,1,1,0
20220731,1555,ST-2569,ST-2034,1,8,1090
20220731,1555,ST-1105,ST-648,1,32,973
20220731,1555,ST-1285,ST-2716,1,4,710
20220731,1555,ST-73,ST-47,1,5,676
20220731,1555,ST-1086,ST-894,1,6,1262
20220731,1555,ST-413,ST-1651,1,31,3630
20220731,1555,ST-648,ST-648,1,0,0
20220731,1555,ST-1505,ST-997,1,28,1212
20220731,1555,ST-513,ST-512,1,34,2427
20220731,1555,ST-1061,ST-1420,1,13,2210
20220731,1555,ST-1807,ST-1810,1,3,629
20220731,1555,ST-2646,ST-288,1,20,2016
20220731,1555,ST-2039,ST-1018,1,14,773
20220731,1555,ST-19,ST-21,1,2,390
20220731,1555,ST-913,ST-2223,1,5,1021
20220731,1555,ST-2811,ST-2920,1,4,790
20220731,1555,ST-9,ST-5,1,3,730
20220731,1600,ST-1754,ST-1397,1,15,2920
20220731,1600,ST-1588,ST-1588,1,87,2080
20220731,1600,ST-2811,ST-2920,1,4,790
20220731,1600,ST-2398,ST-2395,1,8,994
20220731,1600,ST-913,ST-2223,1,5,1021
20220731,1600,ST-2314,ST-2314,1,7,1130
20220731,1600,ST-728,ST-690,1,8,920
20220731,1600,ST-1194,ST-1722,1,11,2100
20220731,1600,ST-1964,ST-1733,2,7,869
20220731,1600,ST-2355,ST-2948,1,7,1026
20220731,1600,ST-1425,ST-2085,1,10,1950
20220731,1600,ST-2528,ST-2154,1,5,602
20220731,1600,ST-932,ST-693,1,2,0
20220731,1600,ST-2692,ST-312,1,10,1231
20220731,1600,ST-959,ST-815,1,62,2010
20220731,1600,ST-1137,ST-1137,1,4,143
20220731,1600,ST-1705,ST-547,1,6,740
20220731,1600,ST-696,ST-949,1,7,1266
20220731,1600,ST-1964,ST-1000,1,22,2820
20220731,1600,ST-2091,ST-2089,2,117,7250
20220731,1600,ST-1663,ST-1663,1,14,753
20220731,1600,ST-944,CENTER,1,20,0
20220731,1600,ST-3050,ST-1463,1,23,2700
20220731,1600,ST-2706,ST-606,1,8,1550
20220731,1600,ST-110,ST-991,1,5,590
20220731,1600,ST-158,ST-1818,1,2,445
20220731,1600,ST-2777,ST-1331,1,4,390
20220731,1600,ST-2928,ST-544,1,8,1296
20220731,1600,ST-25,ST-3033,1,23,4000
20220731,1600,ST-1645,ST-2993,1,5,760
20220731,1600,ST-2835,ST-2835,1,120,1250
20220731,1600,ST-2353,ST-714,1,43,4829
20220731,1600,ST-1041,ST-495,1,17,1577
20220731,1600,ST-73,ST-47,1,5,676
20220731,1600,ST-2008,ST-1993,1,7,1055
20220731,1600,ST-1966,ST-1219,1,6,1130
20220731,1600,ST-2547,ST-1663,1,3,492
20220731,1600,ST-1868,ST-2986,1,18,1710
20220731,1600,ST-277,ST-278,1,4,1021
20220731,1600,ST-1645,ST-1645,1,115,3776
20220731,1600,ST-1078,ST-1078,1,25,0
20220731,1600,ST-2547,ST-1663,1,3,492
20220731,1600,ST-1859,ST-550,1,6,1168
20220731,1600,ST-2067,ST-2792,1,8,1230
20220731,1600,ST-419,ST-2005,1,34,4350
20220731,1600,ST-2876,ST-776,2,234,22600
20220731,1600,ST-2656,ST-764,1,4,615
20220731,1600,ST-713,ST-1268,1,17,3130
20220731,1600,ST-932,ST-693,1,2,0
20220731,1600,ST-2826,ST-1265,1,21,2330
20220731,1600,ST-2844,ST-2039,1,4,540
20220731,1600,ST-109,ST-108,1,3,458
20220731,1600,ST-2646,ST-1649,2,28,3186
20220731,1600,ST-637,ST-1938,1,7,2000
20220731,1600,ST-1495,ST-1496,1,3,559
20220731,1600,ST-1079,ST-1720,1,7,1502
20220731,1600,ST-1778,ST-136,1,234,1520
20220731,1600,ST-1652,ST-2809,1,14,1500
20220731,1600,ST-668,ST-2892,1,10,18
20220731,1600,ST-2826,ST-728,1,39,3110
20220731,1600,ST-2157,ST-2979,1,101,3950
20220731,1600,ST-1353,ST-1985,1,3,310
20220731,1600,ST-564,ST-910,1,5,832
20220731,1600,ST-604,ST-2067,1,12,1330
20220731,1600,ST-376,ST-376,1,34,7210
20220731,1600,ST-1995,ST-1505,1,2,364
20220731,1600,ST-289,ST-1649,1,12,1520
20220731,1600,ST-1320,ST-2564,1,9,1350
20220731,1600,ST-462,ST-89,1,80,10180
20220731,1600,ST-1506,ST-2054,1,25,4640
20220731,1600,ST-1273,ST-1273,1,40,6080
20220731,1600,ST-443,ST-2486,1,52,10555
20220731,1600,ST-1805,ST-328,1,44,3000
20220731,1600,ST-882,ST-1357,1,14,1906
20220731,1600,ST-9,ST-5,1,3,730
20220731,1600,ST-1657,ST-3071,1,58,3810
20220731,1600,ST-1649,ST-1973,1,6,794
20220731,1600,ST-702,ST-882,1,8,792
20220731,1600,ST-1660,ST-2314,1,10,1150
20220731,1600,ST-14,ST-1190,1,5,514
20220731,1600,ST-109,ST-108,1,3,458
20220731,1600,ST-467,ST-461,1,11,1480
20220731,1600,ST-18,ST-2979,1,3,695
20220731,1600,ST-1807,ST-1810,1,3,629
20220731,1600,ST-1719,ST-547,1,20,2960
20220731,1600,ST-1500,ST-678,1,14,3010
20220731,1600,ST-1385,ST-643,1,133,7837
20220731,1600,ST-1287,ST-1474,1,29,3120
20220731,1600,ST-2151,ST-349,1,16,1800
20220731,1600,ST-2742,ST-493,1,16,1945
20220731,1600,ST-1990,ST-1323,1,6,1453
20220731,1600,ST-550,ST-1729,1,12,1100
20220731,1600,ST-413,ST-278,1,9,1870
20220731,1600,ST-2995,ST-1521,1,35,5621
20220731,1600,ST-619,ST-3032,1,8,691
20220731,1600,ST-2888,ST-834,1,5,890
20220731,1600,ST-1717,ST-1089,1,5,573
20220731,1600,ST-3085,ST-1845,1,29,2611
20220731,1600,ST-914,ST-2718,1,8,2510
20220731,1600,ST-1521,ST-2820,1,43,5220
20220731,1605,ST-1627,ST-3070,1,40,4180
20220731,1605,ST-461,ST-2250,1,12,1260
20220731,1605,ST-2902,ST-1353,1,7,1590
20220731,1605,ST-1353,ST-1985,1,3,310
20220731,1605,ST-900,ST-900,1,26,4690
20220731,1605,ST-2427,ST-156,2,9,998
20220731,1605,ST-2941,ST-1411,1,19,820
20220731,1605,ST-662,ST-662,1,15,1340
20220731,1605,ST-1086,ST-894,1,6,1262
